"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Score","Time","Summary","Text"
"2777","B000J2DQ46","A18SPWHKMN5P86","E. polus ""e.p.""","16","18","5","1270425600","Yes, it's from a can...","I've definitely had a stigma against canned anything (and still do). Picked this up at the supermarket, drawn by the all natural ingredients (for once no MSG or really anything else I didn't recognize). It's really quite good, and especially so for coming out of a can. I can have excellent clam chowder -- and with a little milk and butter, exactly to my liking -- warm within minutes. One of the few canned goods I keep in my cabinet, and one of the most convenient and surprisingly satisfying meals always 5 minutes away.Highly recommended."
"2778","B000J2DQ46","A39EW9DLVX70B9","A. Rose","9","10","2","1296432000","I, too, am perplexed","I've just prepared my first can of this soup.  It tasted incredibly bland, and didn't have much clam flavor.  So then I added more milk, butter, onions, salt and fresh ground pepper, plus white wine.  For 2.92 per 15 oz. can, all of those ingredients should have been adequately added in there already, except for the pepper. Bar Harbor brand certainly didn't stint on the other ingredients in order to increase the amount of clams, that's for sure.  There were larger pieces of clams than in Progresso's - but that's damning with faint praise.  Next time I'll buy the clams and make my own, for less, probably.  I'm just perplexed by these reviews;  I think I can safely say Progresso's tastes better.  And, of course, it's much less expensive."
"2779","B000J2DQ46","A10317LUD1C1VJ","CSN","8","9","4","1252713600","Bar Harbor All Natural New England Clam Chowder, 15-Ounce Cans (Pack of 6)","This is our preferred clam chowder . We like the natural taste with lots of potatoes. The only complaint is I think the soup can be creamier. Amazon has much better price on this with subscribe and save."
"2780","B000J2DQ46","A2TZQHJ0D0DDZ7","Two_Ravens ""Two Ravens""","8","10","2","1295136000","Tasteless","I'm a little perplexed by all the great reviews.  This was the most bland chowder I've ever had.  I prepared it with just milk and a little butter, and it tasted like nothing!  Added some salt and white pepper, still nothing.  Added some black pepper and Provence herbs, now it tastes like herbed potato soup.On the plus side the clams were nice big chunks and the potatoes were tender.  The consistency was pretty good too.  It just had no flavor.  Not going to be buying this again, certainly not when it's this expensive, too."
"2781","B000J2DQ46","A1MO9VC92CPW6B","Richard K. Bleiweiss","2","2","4","1293667200","Clam Chowder","It's not as good as I hoped, but canned chowder never is. I added some butter, a can of chopped clams, and some milk - then thickened it a bit. It works great as a base, but not for me straight out of the can."
"2782","B000J2DQ46","A3DU7YZT9X1DOV","Cynthia Fisher","6","8","5","1285804800","Clam Chowda Pizza! It's Awesome! And Simple to make!","Bar Harbor All Natural New England Clam Chowder, 15-Ounce Cans (Pack of 6)Using only four ingredients, prepared or fresh pizza dough, your favorite pizza cheese blend, cooked, crumbled bacon and a 15 oz. can of Bar Harbor New England Clam Chowder, you can be the star chef at your next family gathering, tailgate party or any event where people love pizza!  President & CEO of Bar Harbor Foods, Mike Cote, prepared lots of this fabulous new pizza at a demo at Metropolitan Markets in Seattle this summer. People liked it so much, the store sold out of all the ingredients during the demo!Easy to Make Instructions:Preheat oven to 450.Spread Bar Harbor New England Clam Chowder right from the can onto the pizza dough.Sprinkle pizza cheese to your desired coverage.Sprinkle cooked, crumbled/chopped bacon to your desired coverage (we like lots of bacon!)Bake pizza for 12-15 minutes until bottom of crust is golden brown.Remove from oven and let set for 5 minutes before cutting.Prepare to be amazed!Please follow Bar Harbor Foods for delicious recipes using our great Chowders, Bisques, Seafood Sauces, Fish and Seafood Stocks and Clam Juice.Please follow us on Facebook and Twitter. Simply login to each and find us with ""Bar Harbor Foods"".We hope you enjoy - let us know what you think!~ Bar Harbor Foods"
"2783","B000J2DQ46","A1EE44Y697L7W5","I. Reed","3","4","3","1291852800","Decent canned clam chowder","I've had better canned clam chowder.  Bookbinders is one that comes to mind.  I don't buy the ones with preservatives or a long list of ingredients, so my choice is limited.  For this one, if I add just half a can of milk and a pat of butter, along with some extra sea salt, it's ok.  The longer it is gently heated -- not simmered or boiled -- to let the flavors mingle, the better it becomes.  More clams and potatoes would improve it.  As it is, the ingredients were skimpy."
"2784","B000J2DQ46","A2I5ZNKQ9E3XAO","christine orowitz","5","7","5","1277683200","Bar Harbor News England clam chowder","This is the best clam chowder ever. Come originally where this is produced and was so happy when I found it on line. Keep this in my cupboard at all time. Being an old Maine girl this is my favorite chowder of all times."
"2785","B000J2DQ46","A12RKJ0BEVQN7T","Rockthrowingbuddhist","4","6","5","1291680000","Possibly the best canned clam chowder available.","The best canned clam chowder I've found currently available.  Very light, nicely seasoned, creamy taste.  Not fishy or oniony.  Good amount of minced clams per serving.  To find better chowder, it would have to be homemade."
"2786","B000J2DQ46","A3U2QAY7SVE9AI","W. Smith","2","3","1","1304812800","What Is This ""Stuff?""","Bits of ""Clam?"" (not sure) in water with something I assume is potatoes. Whose recipe is this? save your money get something worth having. How do so many like this?! It's awful! If you prefer REAL Clam Chowder and not seawater with something floating in it DO NOT buy this!"
"2787","B000J2DQ46","A1C9ZMX4KYBSQJ","Drewdini","0","0","5","1350950400","Simplicity at it's best","This is clearly the best canned clam chowder I have tasted. It is refreshing to have a canned soup without all the unnecessary preservatives and artificial flavoring. The can is supposed to be ""Condensed"", but if you like a hearty thick soup, it is better just heated without adding milk or water. The clams are perfect, and not over cooked. I will order again, and look forward to trying out some of the other products they have on Amazon."
"2788","B000J2DQ46","A1KQXW948J6Y5Q","TeamTQ","0","0","2","1346457600","Not very good","My local store had the product lineon close-out at 77 cents a can so I bought a dozen cans of different verities. Lobster soup was very fishy for starters and the Manhattan chowder was very watered down.  The New England chowder is somehow creamy and void of flavor.  The Clam corn chowder was not enjoyable.  I am real soup eater and take soup at least once a day and always when I dine out.  Long story short... This is the most tasteless soup and just not good.  I suggest you pass on this and I am sure Cambells will be a much better choice than these soups... Sorry, I had leave an unfavorable review bit this soup is just not worth eating and 77 cents a can I would never buy this again"
"2789","B000J2DQ46","A2YX2F3H3689BM","Old Time Hockey ""Old Time Hockey""","0","0","2","1332201600","Nothing Special","I expected better from a premium Maine chowder. This is no better than, say, Snow's, which you can get for less than half the price. Not bad, but not worth the money."
"2790","B000J2DQ46","A1ZYMCWNR650SP","JPortland","0","0","1","1330387200","Bar Harbor where are the clams????","We opened a can of Bar Harbor clam chowder and could not believe how few clams were in the chowder.  There were mostly potatoes."
"2791","B000J2DQ46","A3N6UNUZKRAHE7","vroywarren","0","0","5","1327363200","the best","I used to be a buyer at a natural/organic grocery.  This is the best soup I have ever had in a can.  I am very picky about my clam chowder soup as my favorite is The Ritz Carlton's clam chowder.  Just add butter, milk/cream, and black pepper.  Have some fresh corn bread and butter and you are in heaven."
"2792","B000J2DQ46","A1HZC6PQM11NKX","lh","0","0","4","1327190400","will buy again","For canned soup this is very good clam chowder.  Those who give it 1 or 2 stars are comparing it to homemade soup or restaurant style soup.  I would buy this any day over other brands.  You can tell it is all natural and without loaded msg, salt and other nasty ingredients.  Pure and clean soup.  Those who rate it badly, some say it has no flavor or there aren't chunks in it.  The flavor is mild, but that is good- not overwhelmingly clammy and not over salted like conventional brand canned soup.  If I want to, next time I will add a potato cut up in chunks to boost it's contents- not a big deal to do.  I would prefer to do that than buy a conventional brand that doesn't care about healthy ingredients and sourcing of ingredients.  I will buy this again- good source of iron as well."
"2793","B000J2DQ46","A1GI3BJABWHOIB","Sandra L. Young ""slyfoxqh""","0","0","4","1326931200","Clam it up","Even though the chowder is very very good as is - I add a can of the Bar Harbor Chopped Clams to it - along with a can of heavy cream and a huge pat of 'budda' ....yummy ..."
"2794","B000J2DQ46","A2CSSSC88DWO3A","WC ""WC""","0","0","1","1322611200","Rather Have Chunky","Tried this yesterday as a ""treat"" on a cold, rainy fall night.  It had an unpleasant, grainy and somewhat watery texture.  The clams were actually sandy and gritty and the potatoes were kind of chalky, for lack of a better term.  The flavor was also very lacking...it didn't really taste like, well, anything.  Definitely not worth the price.  I can only imagine the people who wrote the good reviews either work for Bar Harbor or have never tried any other kind of clam chowder."
"2795","B000J2DQ46","AE6ONNM9IAWU8","Joyce Maggard","0","0","3","1322524800","Bit of a disappointment on two fronts","We had high expectations for this product but the chowder was only average.  Warming instructions are vague as to the amount of milk and/or butter to blend in with the soup mix. We found the flavor to be bland and one dimensional, even with as little as 1/2 cup of added whole milk.The package of six cans contained three dented cans.  Two of them were severely dinged on the seamlines and had to be tossed.  For this reason, we will no longer purchase can goods through the mail."
